序号,本地ID,中文名称,上游类型,运行分类,可装备,占装备槽,基础装备ID,合成组件ID,图标相对路径,声明SHA256,本地SHA256,交接三方一致,重复簇大小,重复IDs,重复Names,字节,宽,高,图像来源URL,来源页面URL,来源总表修订,远程HTTP,远程SHA256,远程=本地,尺寸一致,单页来源状态,页面标题,视觉联系表,视觉格位,视觉复核,图标身份结论,来源层级,冲突/边界,核对结果
126,currency_wars_equipment_128,狼狩星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_045,assets/currency_wars_equipment_icons/currency_wars_equipment_128.png,9f2a9834bcd8371c975a437b2b5cf1152563aad16093868017f4f7f19489e37c,9f2a9834bcd8371c975a437b2b5cf1152563aad16093868017f4f7f19489e37c,true,1,128,狼狩星徽,26614,128,128,https://patchwiki.biligame.com/images/sr/c/cd/9vasx98ucji1qjf4gl29g6esbxhs5ry.png,https://wiki.biligame.com/sr/%E7%8B%BC%E7%8B%A9%E6%98%9F%E5%BE%BD,99085,200,9f2a9834bcd8371c975a437b2b5cf1152563aad16093868017f4f7f19489e37c,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第2行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
127,currency_wars_equipment_129,盛会之星星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_043,assets/currency_wars_equipment_icons/currency_wars_equipment_129.png,710a48b9c446d50c60fc386e373a1c3cf25fdf4ee5e547c2f4fb31369d7b81d3,710a48b9c446d50c60fc386e373a1c3cf25fdf4ee5e547c2f4fb31369d7b81d3,true,1,129,盛会之星星徽,27034,128,128,https://patchwiki.biligame.com/images/sr/b/b0/t3fdqap7fwrxkd042pgcojbmikgceoc.png,https://wiki.biligame.com/sr/%E7%9B%9B%E4%BC%9A%E4%B9%8B%E6%98%9F%E6%98%9F%E5%BE%BD,99085,200,710a48b9c446d50c60fc386e373a1c3cf25fdf4ee5e547c2f4fb31369d7b81d3,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第2行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
128,currency_wars_equipment_130,贝洛伯格星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_047,assets/currency_wars_equipment_icons/currency_wars_equipment_130.png,81b1786cfd6e9b9e549d6a6b7323dc02e6d40a3b3ca7a85315d3faaeb5e029b7,81b1786cfd6e9b9e549d6a6b7323dc02e6d40a3b3ca7a85315d3faaeb5e029b7,true,1,130,贝洛伯格星徽,25578,128,128,https://patchwiki.biligame.com/images/sr/f/fc/r6llwnn97af90pwv0p2yt7s7k58lycy.png,https://wiki.biligame.com/sr/%E8%B4%9D%E6%B4%9B%E4%BC%AF%E6%A0%BC%E6%98%9F%E5%BE%BD,99085,200,81b1786cfd6e9b9e549d6a6b7323dc02e6d40a3b3ca7a85315d3faaeb5e029b7,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第2行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
129,currency_wars_equipment_131,银河学者星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_041,assets/currency_wars_equipment_icons/currency_wars_equipment_131.png,7dae9e939ac94f2c746eca6de9bd3728fbe82ff62eb553d39216af4088141975,7dae9e939ac94f2c746eca6de9bd3728fbe82ff62eb553d39216af4088141975,true,1,131,银河学者星徽,25394,128,128,https://patchwiki.biligame.com/images/sr/b/bb/tb3yzne2ury2gfe2jqy9x9cnnbwat63.png,https://wiki.biligame.com/sr/%E9%93%B6%E6%B2%B3%E5%AD%A6%E8%80%85%E6%98%9F%E5%BE%BD,99085,200,7dae9e939ac94f2c746eca6de9bd3728fbe82ff62eb553d39216af4088141975,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第2行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
130,currency_wars_equipment_132,减益星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_042；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_132.png,585a2587813f1f4bfd773e2130ed0ca0b8de2f02290f404ad95bbbe11e929b10,585a2587813f1f4bfd773e2130ed0ca0b8de2f02290f404ad95bbbe11e929b10,true,1,132,减益星徽,27178,128,128,https://patchwiki.biligame.com/images/sr/3/31/oyb57y9ny4vkniy0725jayleew3t3u8.png,https://wiki.biligame.com/sr/%E5%87%8F%E7%9B%8A%E6%98%9F%E5%BE%BD,99085,200,585a2587813f1f4bfd773e2130ed0ca0b8de2f02290f404ad95bbbe11e929b10,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第2行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
131,currency_wars_equipment_133,击破星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_040；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_133.png,870f1be4b0c3e3e61e4e5b81f1664a50b5a6198641651097ea723bfa39e74415,870f1be4b0c3e3e61e4e5b81f1664a50b5a6198641651097ea723bfa39e74415,true,1,133,击破星徽,25113,128,128,https://patchwiki.biligame.com/images/sr/4/4f/ptsnpbtwlf73l26d4op71l8qtw3ofd2.png,https://wiki.biligame.com/sr/%E5%87%BB%E7%A0%B4%E6%98%9F%E5%BE%BD,99085,200,870f1be4b0c3e3e61e4e5b81f1664a50b5a6198641651097ea723bfa39e74415,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第3行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
132,currency_wars_equipment_134,战技点星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_044；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_134.png,8af9217d459ceb46087dd63761c0fd1bb201b2efb4f7c258c58ab2a8a1fc5428,8af9217d459ceb46087dd63761c0fd1bb201b2efb4f7c258c58ab2a8a1fc5428,true,1,134,战技点星徽,26933,128,128,https://patchwiki.biligame.com/images/sr/6/67/m80i6wskk8pvz90it9ump9xbhdydv8t.png,https://wiki.biligame.com/sr/%E6%88%98%E6%8A%80%E7%82%B9%E6%98%9F%E5%BE%BD,99085,200,8af9217d459ceb46087dd63761c0fd1bb201b2efb4f7c258c58ab2a8a1fc5428,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第3行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
133,currency_wars_equipment_135,护盾星徽,流派星徽,style_emblem,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_135.png,bc44eee255bb1d4f622ffb9bbe1da30f5b6b594ddf60c3a72e885736878c24d8,bc44eee255bb1d4f622ffb9bbe1da30f5b6b594ddf60c3a72e885736878c24d8,true,1,135,护盾星徽,24888,128,128,https://patchwiki.biligame.com/images/sr/3/37/mao35lg1cseoabbpvbv7l6i2x42c1d1.png,https://wiki.biligame.com/sr/%E6%8A%A4%E7%9B%BE%E6%98%9F%E5%BE%BD,99085,200,bc44eee255bb1d4f622ffb9bbe1da30f5b6b594ddf60c3a72e885736878c24d8,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第3行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
134,currency_wars_equipment_136,持续伤害星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_047；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_136.png,725f266ea49995ee8f41806ec5cf20b7c3a0bc0ca8cd50d083022d166b3aa3cc,725f266ea49995ee8f41806ec5cf20b7c3a0bc0ca8cd50d083022d166b3aa3cc,true,1,136,持续伤害星徽,27559,128,128,https://patchwiki.biligame.com/images/sr/a/ad/ivtu3g97uenx0kqgjtc4i10hw31wvv2.png,https://wiki.biligame.com/sr/%E6%8C%81%E7%BB%AD%E4%BC%A4%E5%AE%B3%E6%98%9F%E5%BE%BD,99085,200,725f266ea49995ee8f41806ec5cf20b7c3a0bc0ca8cd50d083022d166b3aa3cc,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第3行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
135,currency_wars_equipment_137,治疗星徽,流派星徽,style_emblem,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_137.png,9bbeb50daf0a95e2ce786c53f82303d2d40ad7bc3eefd9653f701867f922aacf,9bbeb50daf0a95e2ce786c53f82303d2d40ad7bc3eefd9653f701867f922aacf,true,1,137,治疗星徽,24766,128,128,https://patchwiki.biligame.com/images/sr/1/14/ff8v3eqgtwxnw7if42twnvxijhyiuwd.png,https://wiki.biligame.com/sr/%E6%B2%BB%E7%96%97%E6%98%9F%E5%BE%BD,99085,200,9bbeb50daf0a95e2ce786c53f82303d2d40ad7bc3eefd9653f701867f922aacf,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第3行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
136,currency_wars_equipment_138,燃血星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_045；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_138.png,8003530a04476b75315bda28e9874c06a97faef18906c0fe57e11954930445f5,8003530a04476b75315bda28e9874c06a97faef18906c0fe57e11954930445f5,true,1,138,燃血星徽,26359,128,128,https://patchwiki.biligame.com/images/sr/5/5e/opcd5d3mm9ij4o4mpw9ciyb46c7ny25.png,https://wiki.biligame.com/sr/%E7%87%83%E8%A1%80%E6%98%9F%E5%BE%BD,99085,200,8003530a04476b75315bda28e9874c06a97faef18906c0fe57e11954930445f5,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第4行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
137,currency_wars_equipment_139,群攻星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_043；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_139.png,97668b0024b2fe93b402593edc60fe012573248ccd6c6d0197abbd00317c7647,97668b0024b2fe93b402593edc60fe012573248ccd6c6d0197abbd00317c7647,true,1,139,群攻星徽,26370,128,128,https://patchwiki.biligame.com/images/sr/e/e6/kt8zr4eug1g4fgqke749w70e0ocmwa6.png,https://wiki.biligame.com/sr/%E7%BE%A4%E6%94%BB%E6%98%9F%E5%BE%BD,99085,200,97668b0024b2fe93b402593edc60fe012573248ccd6c6d0197abbd00317c7647,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第4行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
138,currency_wars_equipment_140,能量星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_041；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_140.png,6bf18d593f86e4963b0ac3862024e6a45424db064e41a5fe8dc55cb91f7dec5f,6bf18d593f86e4963b0ac3862024e6a45424db064e41a5fe8dc55cb91f7dec5f,true,1,140,能量星徽,25558,128,128,https://patchwiki.biligame.com/images/sr/d/da/50uqdwdxpy277ilhqvqyxzcko0nz1gw.png,https://wiki.biligame.com/sr/%E8%83%BD%E9%87%8F%E6%98%9F%E5%BE%BD,99085,200,6bf18d593f86e4963b0ac3862024e6a45424db064e41a5fe8dc55cb91f7dec5f,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第4行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
139,currency_wars_equipment_141,追击星徽,流派星徽,style_emblem,是,是,,currency_wars_equipment_046；currency_wars_equipment_085,assets/currency_wars_equipment_icons/currency_wars_equipment_141.png,665cbd400c31a3fc7c53968301bbee428275924775d69d0848d631924c94c4cd,665cbd400c31a3fc7c53968301bbee428275924775d69d0848d631924c94c4cd,true,1,141,追击星徽,25965,128,128,https://patchwiki.biligame.com/images/sr/d/dd/mfq8mgtwupqqbp5v4nbftz4dw581c7y.png,https://wiki.biligame.com/sr/%E8%BF%BD%E5%87%BB%E6%98%9F%E5%BE%BD,99085,200,665cbd400c31a3fc7c53968301bbee428275924775d69d0848d631924c94c4cd,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第4行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
140,currency_wars_equipment_142,量子同频星徽,流派星徽,style_emblem,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_142.png,cea8385b73e582e4c3ce4889fdc34ee4bdef30e897e43d077fc9f751015b2ca2,cea8385b73e582e4c3ce4889fdc34ee4bdef30e897e43d077fc9f751015b2ca2,true,1,142,量子同频星徽,25361,128,128,https://patchwiki.biligame.com/images/sr/1/19/bkvzoohw5g9n06c2rufyqhytuevu5vx.png,https://wiki.biligame.com/sr/%E9%87%8F%E5%AD%90%E5%90%8C%E9%A2%91%E6%98%9F%E5%BE%BD,99085,200,cea8385b73e582e4c3ce4889fdc34ee4bdef30e897e43d077fc9f751015b2ca2,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第4行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
141,currency_wars_equipment_143,极•白昼•光速螺旋桨,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_143.png,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,4,051；090；143；146,光速螺旋桨；光速螺旋桨•特权；极•白昼•光速螺旋桨；白昼•光速螺旋桨,31526,128,128,https://patchwiki.biligame.com/images/sr/2/2f/tuj9v192vmobh7xslh16kbia0uurl7q.png,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E7%99%BD%E6%98%BC%E2%80%A2%E5%85%89%E9%80%9F%E8%9E%BA%E6%97%8B%E6%A1%A8,99085,200,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第1行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
142,currency_wars_equipment_144,极•白昼•斩首行动,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_144.png,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,4,060；099；144；147,斩首行动；斩首行动•特权；极•白昼•斩首行动；白昼•斩首行动,31190,128,128,https://patchwiki.biligame.com/images/sr/5/52/pz3qe0xci2okxgu51qyp9zur7ejpert.png,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E7%99%BD%E6%98%BC%E2%80%A2%E6%96%A9%E9%A6%96%E8%A1%8C%E5%8A%A8,99085,200,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第1行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
143,currency_wars_equipment_145,极•白昼•武器大师,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_145.png,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,4,063；102；145；148,武器大师；武器大师•特权；极•白昼•武器大师；白昼•武器大师,34524,128,128,https://patchwiki.biligame.com/images/sr/b/b1/hgt31ij3fy4x37nmhmuads1kd3ffaw1.png,https://wiki.biligame.com/sr/%E6%9E%81%E2%80%A2%E7%99%BD%E6%98%BC%E2%80%A2%E6%AD%A6%E5%99%A8%E5%A4%A7%E5%B8%88,99085,200,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第1行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
144,currency_wars_equipment_146,白昼•光速螺旋桨,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_146.png,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,4,051；090；143；146,光速螺旋桨；光速螺旋桨•特权；极•白昼•光速螺旋桨；白昼•光速螺旋桨,31526,128,128,https://patchwiki.biligame.com/images/sr/6/69/tuj9v192vmobh7xslh16kbia0uurl7q.png,https://wiki.biligame.com/sr/%E7%99%BD%E6%98%BC%E2%80%A2%E5%85%89%E9%80%9F%E8%9E%BA%E6%97%8B%E6%A1%A8,99085,200,e6a8adcd7331b1036186a76b3190cd5746b58d89e84e5a6aa07a25860b760eb2,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第1行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
145,currency_wars_equipment_147,白昼•斩首行动,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_147.png,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,4,060；099；144；147,斩首行动；斩首行动•特权；极•白昼•斩首行动；白昼•斩首行动,31190,128,128,https://patchwiki.biligame.com/images/sr/8/8d/pz3qe0xci2okxgu51qyp9zur7ejpert.png,https://wiki.biligame.com/sr/%E7%99%BD%E6%98%BC%E2%80%A2%E6%96%A9%E9%A6%96%E8%A1%8C%E5%8A%A8,99085,200,b0adf69dddd5d0a23fdd0fea212c0b83a830ed01a268fbdddcc3f9825bfbc7a5,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第1行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
146,currency_wars_equipment_148,白昼•武器大师,羁绊装备,bond_equipment,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_148.png,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,4,063；102；145；148,武器大师；武器大师•特权；极•白昼•武器大师；白昼•武器大师,34524,128,128,https://patchwiki.biligame.com/images/sr/0/0d/hgt31ij3fy4x37nmhmuads1kd3ffaw1.png,https://wiki.biligame.com/sr/%E7%99%BD%E6%98%BC%E2%80%A2%E6%AD%A6%E5%99%A8%E5%A4%A7%E5%B8%88,99085,200,93348c2a315f9c98e8161bda98add1b8f30ca312fd1ca69d1b26d466f4dfcc06,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第2行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
147,currency_wars_equipment_149,冶金炉,消耗品,consumable,否,否,,,assets/currency_wars_equipment_icons/currency_wars_equipment_149.png,52909de2e822053c674356b2f226e42ec3431c9352facfabee595f226b0fb0d2,52909de2e822053c674356b2f226e42ec3431c9352facfabee595f226b0fb0d2,true,1,149,冶金炉,31684,128,128,https://patchwiki.biligame.com/images/sr/e/ee/tm987zq2s9k6gioxrt0xrpon793eq27.png,https://wiki.biligame.com/sr/%E5%86%B6%E9%87%91%E7%82%89,99085,200,52909de2e822053c674356b2f226e42ec3431c9352facfabee595f226b0fb0d2,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第2行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
148,currency_wars_equipment_150,员工投影仪,消耗品,consumable,否,否,,,assets/currency_wars_equipment_icons/currency_wars_equipment_150.png,47ab81a776419ebfbf96b932d1478c479722741510867f78d6185af939c1d524,47ab81a776419ebfbf96b932d1478c479722741510867f78d6185af939c1d524,true,1,150,员工投影仪,21516,128,128,https://patchwiki.biligame.com/images/sr/6/6a/5h34jtucjpahjnya0s4dty34fofr8zd.png,https://wiki.biligame.com/sr/%E5%91%98%E5%B7%A5%E6%8A%95%E5%BD%B1%E4%BB%AA,99085,200,47ab81a776419ebfbf96b932d1478c479722741510867f78d6185af939c1d524,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第2行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
149,currency_wars_equipment_151,好运令牌,消耗品,consumable,否,否,,,assets/currency_wars_equipment_icons/currency_wars_equipment_151.png,16a3b61d5ea6814e5356616d975dc92138dd7caa538d2c7d8107615acf9666b7,16a3b61d5ea6814e5356616d975dc92138dd7caa538d2c7d8107615acf9666b7,true,1,151,好运令牌,29452,128,128,https://patchwiki.biligame.com/images/sr/e/eb/ec1wmho5we8rjxna2gmxcn5wy6ld1lv.png,https://wiki.biligame.com/sr/%E5%A5%BD%E8%BF%90%E4%BB%A4%E7%89%8C,99085,200,16a3b61d5ea6814e5356616d975dc92138dd7caa538d2c7d8107615acf9666b7,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第2行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
150,currency_wars_equipment_152,完美投影仪,消耗品,consumable,否,否,,,assets/currency_wars_equipment_icons/currency_wars_equipment_152.png,a26c1fad95d900395c1970af71cb8e27ef8cb33e813612f8b95688e1597adcc8,a26c1fad95d900395c1970af71cb8e27ef8cb33e813612f8b95688e1597adcc8,true,1,152,完美投影仪,25723,128,128,https://patchwiki.biligame.com/images/sr/d/d0/ltbni6v7mh0xnhfhbbprmwwaxufelnj.png,https://wiki.biligame.com/sr/%E5%AE%8C%E7%BE%8E%E6%8A%95%E5%BD%B1%E4%BB%AA,99085,200,a26c1fad95d900395c1970af71cb8e27ef8cb33e813612f8b95688e1597adcc8,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第2行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
151,currency_wars_equipment_153,拆装扳手,消耗品,consumable,否,否,,,assets/currency_wars_equipment_icons/currency_wars_equipment_153.png,9844590643c43ac6f7fafc0d4c46f0139fa14587939c1b4a1179756fb930d083,9844590643c43ac6f7fafc0d4c46f0139fa14587939c1b4a1179756fb930d083,true,1,153,拆装扳手,23025,128,128,https://patchwiki.biligame.com/images/sr/8/8d/byr0dil4xk0vofznnae74s0uixdjray.png,https://wiki.biligame.com/sr/%E6%8B%86%E8%A3%85%E6%89%B3%E6%89%8B,99085,200,9844590643c43ac6f7fafc0d4c46f0139fa14587939c1b4a1179756fb930d083,true,true,HTTP 200 反爬占位页,,equipment-contact-08.png,第3行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
